clasificacion,texto
Verdadero,"Massa: “El año pasado 1,5 millones de trabajadores dejaron de pagar Ganancias para siempre, por el sistema de actualización que tienen”"
Falso,El director ejecutivo de BioNTech no se vacunó contra el COVID-19
Verdadero,"En 2021, en Argentina, los trenes de carga que opera el Estado incrementaron un 60% lo transportado en 2019"
Verdadero,Los árboles son el mecanismo natural manejable más eficiente para la captura de carbono
Verdadero,La Argentina es uno de los países latinoamericanos más retrasados en regímenes de licencias parentales
Verdadero,"Alberto Fernández: “No logramos reducir, en plena pandemia, la muy alta inflación que heredamos”"
Falso,Alberto Fernández: “Comenzamos un ciclo lectivo reparador con 190 días de clase”
Falso,Al finalizar el año 2021 el número total de personas con trabajos formales es un 2% mayor al verificado en febrero de 2020
Falso,La Argentina ha llevado a cabo la mayor campaña de vacunación de su historia
Falso,En Francia hicieron pasar a un maniquí como un paciente COVID
Falso,Las vacunas contra el coronavirus causan abortos espontáneos
Falso,El papa Francisco considera que no es necesario creer en Dios para ser buena persona”
Falso,Un directivo de la farmacéutica Bayer admitió que las vacunas de ARN mensajero le lavan el cerebro a la gente
Falso,Un presentador de noticias se desmayó como consecuencia de la vacunación contra la COVID-19
Falso,Los test rápidos de COVID-19 vienen con resultados preestablecidos
Falso,En los vacunatorios existe ejercicio ilegal de la medicina porque no hay un médico que ordene la inyección
Falso,A una mujer se le para el corazón después de recibir la tercera dosis
Verdadero,Despegó el primer satélite miniatura argentino “General San Martín”
Falso,350 deportistas fallecieron o sufrieron lesiones en 2021 tras la vacunación contra el coronavirus
Falso,La OMS recomendó de no utilizar barbijos de forma masiva durante la pandemia
Falso,La OMS confirmó que las vacunas matan niños
Falso,Bill Gates propuso la despoblación mediante la vacunación forzada
Falso,León Gieco cobró $ 9 millones por cantar en el Festival de la Democracia
Falso,Babear al dormir significa que se está respirando de la forma correcta
Falso,Los efectos secundarios de las vacunas contra la COVID-19 en Inglaterra son potencialmente tóxicos
Falso,Cientificos descubren que la tierras es completamente plana
Falso,Los vacunados contra el coronavirus son detectables por Bluetooth
Falso,La Cruz Roja prohíbe donar plasma a quienes fueron vacunados contra la COVID-19
Falso,China soltó millones de pájaros criados en laboratorio
Falso,Finlandia encarceló a un periodista por desinformar
Falso,Hay un cronograma de cepas del coronavirus diseñado por la OMS o por la Fundación Gates
Verdadero,El Gobierno destinará fondos públicos a la realización de una serie sobre L-Gante
Falso,Bill Gates propone control mundial planificado mediante vacunas
Falso,Llegaron a los mercados bananas de Somalia con el gusano Helicobacter
Falso,Las bajas temperaturas registradas en la Antártida desmienten el cambio climático
Verdadero,"Instalaron en Formosa estatuas de Alberto Fernández y sus perros, Dylan y Prócer"
Falso,La sangre de personas vacunadas contiene grafeno y no es apta para donar a la Cruz Roja
Verdadero,Santilli: “Cuando me tocó trabajar en Seguridad bajamos todos los delitos”
Falso,"Vidal, en 4 años, ni una cárcel construyó"
Falso,Certificar una muerte por COVID-19 sin autopsia constituye un delito porque el virus no fue aislado
Falso,Patricia Bullrich recibió un premio de Europol por su gestión contra el narcotráfico
Falso,"Javier Milei, sobre el cambio climático: “Si uno mirara lo que son los estudios de 10 mil años atrás hasta hoy, 5 mil años atrás, la temperatura del planeta está en el nivel mínimo”"
Verdadero,"En la actualidad, existe consenso científico sobre la existencia del calentamiento global y sobre la influencia humana en él"
Falso,La Argentina produce alimentos para 400 millones de seres humanos
Verdadero,La Argentina está entre los 10 países con mayor cantidad de muertos por millón de habitantes
Falso,Detienen a personas en Francia por no tener el pasaporte sanitario 
Falso,María Eugenia Vidal dijo que las pensiones por viudez no tienen lógica
Falso,Florencia Kirchner recaudó US$ 5 millones con Avon
Falso,La guía electoral para migrantes del gobierno porteño indica poner una boleta de Juntos por el Cambio
Falso,4 mil terratenientes son los grandes poseedores de todas las tierras en Argentina
Falso,"Si salís con el sobre cerrado del cuarto oscuro] ya sea con la lengua o plasticola, te lo anulan"
Verdadero,El cambio climático destroza la vida de los pueblos enteros
Falso,El Estado permite que se tomen 1.800 terrenos en la Provincia de Buenos Aires
Falso,El Rey de España criticó el discurso del presidente peruano Pedro Castillo
Verdadero,600 pasajeros afganos intentan escapar de Kabul
Verdadero,"Experimento comprueba que las esferas se atraen usando grafeno, misma sustancia que usan las vacunas contra el coronavirus"
Falso,La reina Letizia de España no se vacunó contra el coronavirus
Falso,Las reuniones sociales estaban habilitadas cuando se hizo en Olivos el festejo de cumpleaños de Yáñez
Falso,El calentamiento global es una mentira
Falso,"Descubren una relación entre las vacunas contra el coronavirus y la muerte de los presidentes de Haití, Tanzania y Burundi"
Falso,El óxido de grafeno es un componente de las vacunas contra el coronavirus
Falso,Al pincharle los dedos y las orejas a una persona durante un ACV se le salva la vida
Falso,Mueren pájaros en Croacia por el 5G
Falso,Espert se sacó una foto con los dedos en “v” junto a Máximo Kirchner
Falso,"Según Macri, los discapacitados son un gasto que no debe afrontar el Estado"
Falso,"Durante el año de pandemia, la Argentina perdió menos empleo que en los 4 años del gobierno anterior"
Falso,Se muestra una ambulancia y varias urnas que confirman el fraude
Falso,"La presidenta del Correo Argentino fue denunciada por manipular telegramas de escrutinio en 2015 y 2019, se confirma el fraude"
Falso,Detectores de metales se activan por la inoculación de la vacuna contra el coronavirus
Falso,Cristina Fernández de Kirchner no es abogada y debe 22 materias
Falso,Se prohibieron las pruebas PCR en los Estados Unidos
Falso,En la Argentina sólo se pueden comprar 3 kilos de carne por ley
Falso,El Presidente de El Salvador no dio este discurso contra los presos
Falso,Hay bebés internados en sillas de plástico en Paraguay
Verdadero,Juana Viale le pidió al papa Francisco que abriera el Vaticano para los refugiados
Verdadero,Escrachan al ex ministro Ginés González García tomando vino en Madrid
Falso,Galperin anuncia regalos por el aniversario de Mercado Libre
Falso,Alberto Fernández organizó un asado para 60 personas en la Quinta de Olivos en junio de 2021
Falso,Un juez madrileño denunció a Alberto Fernández ante la ONU
Falso,El director de una farmacéutica haya recomendado inhalar vapor para eliminar al coronavirus
Falso,En China clonaron el primer dinosaurio
Falso,El médico ganador del premio Nobel dijo que todas las personas vacunadas morirán en 2 años
Falso,La vacunación contra el coronavirus genera muertes y que está creando nuevas variantes
Falso,El barbijo no protege y que provoca aspirar dióxido de carbono
Falso,En los Estados Unidos no pueden votar quienes cobran planes y no terminaron la secundaria
Falso,Militares franceses afirmaron que la COVID-19 es una guerra total para controlar y reducir la población mundial
Falso,Integrantes de La Cámpora quemaron barbijos en el Obelisco
Falso,El uso de barbijo produce enfermedades que envenenan los pulmones y la sangre
Falso,Thatcher considera que todo izquierdista es un incompetente y fracasado
Falso,Médicos y enfermeros pueden ser acusados de crímenes de guerra por aplicar la vacuna
Falso,Aldeanos de la India atacan a pedradas a equipos de vacunación
Falso,Las vacunas contra el coronavirus no contienen metales pesados magnéticos y chips rastreadores
Falso,"No esta probado que los niños propagan el coronavirus, tal como afirma un médico argentino en Suecia"
Falso,Cristiano Ronaldo posó con un cartel en apoyo a Palestina
Falso,Circula por mail un virus informático que proviene de la cuenta de la Policía venezolana
Falso,Macri eximió de los impuestos a la familia de Juana Viale
Falso,Los test de COVID-19 vienen con resultados positivos o negativos preestablecidos
Falso,Patricia Bullrich dijo que podríamos haber dado las Islas Malvinas en una negociación con Pfizer
Falso,"Los pacientes asintomáticos son un invento, tal como lo declaró un ex ejecutivo de Pfizer"
Falso,En Brasil se simulan entierros para generar temor por las muertes por coronavirus
Falso,Kicillof terminó la universidad sin leer un solo libro
Falso,Grabois es hijo de una ex presidenta del PAMI acusada de corrupción
Verdadero,En Alemania cuelgan bolsas con comida en la calle para las personas sin hogar
Falso,El uso de barbijo hace respirar dióxido de carbono y provoca cáncer
Verdadero,El uso de barbijo no hace respirar dióxido de carbono ni provoca cáncer
Falso,"La ministra de salud,Vizzotti, dijo que hay que evitar respirar para combatir el covid."
Falso,"Los barbijos enferman y matan generando hongos y bacterias, e incluso provocando cáncer"
Verdadero,Es falso que los barbijos “enferman y matan”: no generan hongos y bacterias ni provocan cáncer
Falso,El café evita el contagio y cura a pacientes con coronavirus
Falso,El director médico de Moderna admitió que la vacuna de ARN mensajero modifica el ADN
Falso,"La plaza de Resistencia, en Chaco, se llama “Manuel Belgrane” por el lenguaje inclusivo"
Falso,Los acusados del crimen de Báez Sosa gozan de prisión domiciliaria
Falso,Daniel Miguel Medina es un ex combatiente que vive en la pobreza
Falso,Escandalosa foto en donde aparecen Hebe de Bonafini y Jorge Videla juntos
Falso,"No todas las vidas valen igual, segun Victoria Donda"
Falso,Mauricio Macri y Jorge Videla eran amigos
Falso,En el Hospital Muñiz murió un médico llamado Marcos Vargas por atender pacientes con coronavirus
Falso,El intendente afirma que n un año y 4 meses no ha tenido una sola denuncia de corrupción
Falso,Todo lo que se ve en Formosa es una gran puesta en escena del macrismo
Falso,Gendarmería nacional abandonó el Conurbano
Falso,La ley que prohíbe el cambio de uso de las tierras incendiadas en España terminó con los siniestros
Verdadero,Se incrementó millones de dolares la deuda durante el gobierno de Cambiemos]
Verdadero,Lo que le prestó el FMI a la Argentina bajo el gobierno de Macri es un monto cercano a todo lo que prestó a todos los países del mundo en el año de la pandemia
Falso,"Cristina Fernández de Kirchner anunció en 2012 la compra de 26 aviones para incendios pero no llegó ninguno, se los robo todos"
Falso,Patricia Bullrich y su comitiva se trasladaron a Formosa en un avión de Vicentin
Falso,El uso de barbijos produce hipoxia y pleuresía
Falso,Macri le rindió homenaje al busto de Thatcher
Falso,Se descubrieron nanorobots dentro de las pruebas PCR
Verdadero,La Argentina logró el primer puesto en el ranking mundial de la ONU de países con políticas de género en el contexto de la pandemia COVID-19
Verdadero,Alberto Fernández estableció el cupo laboral travesti trans en la Administración Pública Nacional
Verdadero,Alberto Fernández inició este año con uno de los más significativos incrementos presupuestarios de la educación argentina en estos casi 40 años de vida democrática
Verdadero,El Gobierno de Macri solicitó el préstamo más grande de la historia del Fondo Monetario Internacional
Verdadero,Durante 2020 se redujo en 18 puntos la inflación que heredada en 2019
Falso,En Argentina ningún magistrado ni funcionario judicial paga hoy el impuesto a las Ganancias
Verdadero,Alberto Fernández elaboro un presupuesto nacional con perspectiva de género
Falso,"Baradel dijo sobre los docentes: “Si no les alcanza lo que se les paga, busquen otro trabajo”"
Falso,Cristina Fernández de Kirchner fue “multivacunada” contra el coronavirus
Falso,Se abrió una oficina de la ANSES en Paraguay
Falso,la vacuna contra el coronavirus te puede dejar estéril
Verdadero,Cristina Fernández de Kirchner vetó el 82% móvil para los jubilados
Falso,"Baradel propuso incorporar lenguas originarias y así preparar a los chicos para un futuro, que será más justo y equitativo para todos"
Falso,Tomar agua helada pueda provocar riesgos de muerte y cáncer
Verdadero,El uso del barbijo reduce el riesgo de contagio del COVID
Falso,"La sobrina de Fabiola Yáñez, la esposa del presidente, fue designada como presidenta del Banco Provincia"
Falso,Las pruebas PCR vienen con resultados positivos o negativos de origen
Falso,"Doctores, enfermeras, policías y bomberos festejan que ya no son parte del orden mundial y la plandemia"
Falso,Un médico italiano murió tras aplicarse la segunda dosis de la vacuna Pfizer
Falso,Una lata de Red Bull dio positivo de coronavirus
Falso,Marcelo Tinelli es orgullosamente kirchnerista
Falso,"De Ángeli le advirtió a Alberto Fernández que los vagos se quedarán sin planes y el país sin comida, si el campo hace paro"
Falso,Ricardo Darín criticó al kirchnerismo con una dura carta
Falso,Están usando fetos abortados en las vacunas contra el coronavirus
Falso,Ofelia Fernández no cree en las enfermedades ni en las vacunas
Falso,Se compraron 26 aviones hidrantes durante el gobierno de Cristina Fernández de Kirchner
Falso,Cientos de autos parados en una autopista protestan en Alemania por el aumento de combustibles
Falso,En la Argentina bajó el consumo de carne porque hay más argentinos que son veganos
Falso,Joe Biden firma decretos presidenciales en blanco
Falso,La vacuna de Pfizer produce esterilidad en las mujeres
Falso,No habra clases este año por culpa del gobierno
Falso,Médicos ecuatorianos descubrieron la cura para el coronavirus
Falso,El coronavirus en realidad es una bacteria
Falso,"Ancianos en Noruega mueren por la vacuna contra el COVID-19, y las autoridades suspendieron la vacunación a mayores"
Falso,La vacuna de Pfizer genero una parálisis facial en 13 casos en Israel
Falso,"Baradel propuso incorporar lenguas originarias y así preparar a los chicos para un futuro, que será más justo y equitativo para todos"
Falso,"Kicillof dijo: “No necesitamos al campo, nosotros tenemos a los supermercados”"
Falso,"Brancatelli dijo la siguiente frase: “¿Para qué quieren vivir tanto los jubilados? Ya son viejos, mueran y ya”"
Falso,El creador de los test PCR dijo que estos no detectan el nuevo coronavirus
Falso,Vacunaron a una mujer en Quilmes con una jeringa sin aguja
Verdadero,Donda fue denunciada por su empleada doméstica
Verdadero,Es falso que murió la enfermera que se desmayó tras ponerse la vacuna contra la COVID-19
Falso,Las vacunas de ARN mensajero modifican el ADN humano
Falso,Mil vacunados de coronavirus murieron en Inglaterra
Falso,Estados Unidos admitió que no está probada la existencia del nuevo coronavirus
Falso,Médico canadiense sostiene que el coronavirus es una “farsa”
Falso,El test de antígenos da positivo con una bebida Cola 
Falso,El Presidente de México bajó su sueldo un 60% junto con el de sus funcionarios y legisladores
Falso,La vacuna Sputnik V no es apta para mayores de 60 años
Verdadero,CABA cuenta con 2 veces y media los recursos de PBA por habitante
Falso,Gerardo Romano dijo que “los jubilados que están muy viejos deberían ser sacrificados”
Verdadero,El periodista Antonio Laje es piloto comercial y hace vuelos sanitarios
Falso,"Los Pumas apoyan a Vicentin, con el cartel de “Todos somos Vicentin”"
Falso,Los pacientes asintomáticos tienen bajísima o casi nula capacidad de contagio
Falso,La Nación publicó declaraciones de mujeres que quieren hacerse el primer aborto legal en la Argentina
Verdadero,"La enfermedad por coronavirus de 2019, más conocida como COVID-19, covid-19 o covid, es una enfermedad infecciosa causada por el SARS-CoV-2."
Falso,Mueren los 42 de los primeros 100 vacunados en la Argentina
Falso,Pablo Matera pidió perdón por “si algún bolita o algún paragua se sintió discriminado”
Falso,Alberto Fernández dijo en 2004: “Mi postura de rechazo al aborto fue siempre clara”
Falso,Espert se sacó una foto con Máximo Kirchner
Falso,Los pacientes asintomáticos son sanos y no contagian el virus
Falso,El “Chino” Navarro amenazó a productores agropecuarios a través de un audio
Verdadero,"Cuando alguien ha sido vacunado contra la COVID (ha recibido todas las dosis necesarias de la vacuna, y ha pasado un tiempo establecido), todavía es posible transmitir la enfermedad, aunque las posibilidades quedan bastante reducidas (según algunas investigaciones)."
Falso,Hallan el cuerpo sin vida del empleado que se fotografió con Maradona
Falso,Los jubilados que están muy viejos deberían ser sacrificados de acuerdo a Gerardo Romano
Falso,Foto indica que Victoria Donda está consumiendo cocaína
Verdadero,Murió Diego Armando Maradona
Falso,El tapabocas cultiva hongos y bacterias que bloquean el oxígeno y provocan neumonía
Verdadero,"Desde 2009 hasta 2017, la movilidad jubilatoria superó a la inflación en un 26%. En los 2 años de la fórmula del macrismo los jubilados perdieron un 19,5%"
Verdadero,Acuña dijo que los docentes provienen de sectores bajos que fracasaron en otras carreras
Verdadero,"La legalización del aborto permite además, como ocurrió en la Ciudad de México o en Uruguay, que disminuyan los abortos y las muertes que ellos causan"
Falso,Victoria Donda dijo: “Los nenes en el jardín tienen que jugar con muñecas para que aprendan a respetar a las mujeres”
Falso,Kicillof terminó la universidad “sin leer un solo libro”
Falso,Fernández dijo: “A los 4 mil presos que liberamos les pedimos amablemente que vuelvan al penal”
Verdadero,"El COVID-19 produce síntomas que incluyen fiebre, tos, disnea (dificultad respiratoria), mialgia (dolor muscular)​ y fatiga."
Falso,La ley sancionada sobre vacunas otorga inmunidad legal y confidencialidad de los componentes para los laboratorios
Falso,Victoria Donda dijo: “Mis padres asesinaban con orgullo”
Falso,Las vacunas de ARN mensajero interfieren en el funcionamiento de ciertos genes y producen infertilidad
Falso,El doctor Salemi es investigador del Conicet y las vacunas  “modificarán el ADN humano”
Falso,"El coronavirus se cura con nebulizaciones, remedios caseros o paracetamol"
Falso,"Frederic dijo, sobre el crimen de Loriana Tissera, que “no sería justo que un delincuente vaya preso por matar y robar un celular”"
Falso,Abraham Lincoln dijo: “No puedes ayudar a los pobres destruyendo a los ricos”
Falso,Grabois dijo que “los jubilados son el cáncer” del país porque no apoyan a los movimientos populares
Falso,En los EE.UU. quienes cobran planes y no terminaron la secundaria no pueden votar
Falso,"Cristina Fernández de Kirchner anunció en 2012 la compra de 26 aviones para incendios y no llegó ninguno, estos kukas se la roban toda"
Verdadero,"Una vacuna es una preparación destinada a generar inmunidad adquirida contra una enfermedad, mediante la estimulación de la producción de anticuerpos."
Falso,Alberto Fernández dijo: “Con Macri hubiésemos tenido 10 mil muertos por coronavirus”
Falso,Grabois dijo que los jubilados no deberían votar porque votan en contra de los intereses de la juventud
Falso,Los sistemas centrales de acondicionamiento de aire son elementos demostrados de propagación del virus
Falso,Argentina no teníamos más cortes de luz durante el gobierno de Macri
Verdadero,CFK terminó su gestión el 10 de diciembre de 2015
Falso,A Macri le regalaron su título universitario a modo de agradecimiento
Falso,Los peronistas le pagan dinero a la gente para asistir a la marcha del 17 de octubre
Falso,Factura emitida por Carlos C. Vanhoy al Instituto Patria demuestra que pagan por asistir a la marcha del 17 de octubre
Falso,En el Presupuesto 2021 para la lucha contra el fuego todos los gastos se reducen a la mitad
Falso,"Ley establece la obligatoriedad, la inmunidad legal y la confidencialidad de la vacuna contra el coronavirus"
Falso,Alberto Fernández trató de chetos a los mendocinos y los amenazó con hacerles pagar la crisis política
Falso,"Los filtros de un avión generan un aire puro permanente, un ambiente absolutamente aséptico que simula la situación de un quirófano"
Falso,"Macri: “El 11 de agosto, cuando terminó mi gobierno económico, estábamos en el mismo nivel de pobreza que habíamos heredado”"
Falso,"Celeste Burgos, la pareja del ex diputado Juan Ameri, cobraba $ 140 mil pesos como asesora suya"
Falso,Quino insulto al kirchnerismo
Falso,El Dipy que reemplazará a Juan Ameri en el Congreso
Falso,Florencia Kirchner dijo que ganó su fortuna vendiendo productos por catálogo
Falso,"Ofelia Fernández dijo que “los verdaderos delincuentes son los anticuarentena, no el pibe que roba una moto para comer”"
Falso,Alberto Fernández ya dictó 620 DNU y que alcanzó lo dictado por 8 presidentes en 24 años
Falso,Los salarios de la administración pública cayeron durante el gobierno de Macri un 40%
Falso,"Gerardo Romano dijo: “Estoy angustiado, no tengo trabajo. Este gobierno nos traicionó”"
Falso,"Claramente hubo en las PASO un fraude muy, muy grande"
Falso,En medio de la pandemia ciudadanos bolivianos entraron al país en colectivos para cobrar planes
Falso,Mataron a un kirchnerista mientras rompía un silobolsa en Santa Fe
Falso,Un videograph presenta al jefe de Gobierno porteño como “Rodríguez Larrata”
Falso,"El sobrino del gorbenador, Brian Nahuel Kicillof trabaja en Desarrollo Social"
Falso,Descubren una foto en la que se ve a Jorge Rafael Videla y a Hebe de Bonafini juntos
Verdadero,"No, Rosas no habló nunca de “la cobardía incondicional de los porteños”"
Verdadero,Las vacaciones de los médicos públicos de la Provincia están suspendidas hasta marzo de 2021
Verdadero,El Presidente recibió a Hugo Moyano y su familia y se sacaron una foto sin tapabocas
Verdadero,En medio de la pandemia ciudadanos bolivianos intentaron ingresar ilegalmente en Salta
Falso,El decreto que establece la cuarentena fuera planeado para durar 1 año
Falso,La ministra de Salud de Holanda trabaja dos horas diarias como agente de limpieza
Falso,Una vacuna contra la COVID-19 genera un daño genético irreversible
Falso,El consumo de ajo con alcohol ayude a combatir enfermedades
Falso,En Estados Unidos admitieron que sólo un 6% de las muertes informadas fueron realmente por coronavirus
Verdadero,Maradona se puso a disposición para el pago del impuesto a las grandes fortunas
Falso,"El proyecto de reforma penal reduce penas de delitos como homicidio, trata de menores y narcotráfico"
Falso,Macri eximió de impuestos a la familia de Juana Viale
Falso,"La minisitra de Salud pidió evitar “hablar fuerte, cantar o reírse” para reducir los contagios"
Falso,CABA es la ciudad con mayor cantidad de muertos por millón de habitantes del mundo por coronavirus
Falso,El creador de los test PCR dijo que no detectan el nuevo coronavirus
Falso,"Los pacientes asintomáticos son inmunes y, por ende, no contagian COVID-19"
Falso,El nuevo coronavirus muere en el agua de mar
Verdadero,La OMS precomendó una salida gradual del confinamiento
Falso,El centro de virología ruso aconseja consumir alimentos más alcalinos contra el coronavirus
Falso,El shopping Unicenter está en crisis
Falso,Messi le comunicó al Barcelona que son todos unos delincuentes
Falso,Leuco pidió disculpas a los familiares de fallecidos por COVID-19 porque el odio que siente por este gobierno le “jugó una mala pasada”
Falso,Diego Leuco festejo el aumento de casos de COVID-19 porque “odia al Gobierno”
Falso,Cristina Fernández de Kirchner mintió con la fractura de tobillo en 2015
Falso,Donda dijo que serán eliminadas por decreto las marchas militares con “tinte patriarcado”
Falso,Grabois opina que los jubilados no deberían votar porque votan en contra de los intereses de la juventud
Falso,El dióxido de cloro se usa para la desinfección de sangre en las transfusiones
Falso,Los test de PCR no provocan daño en la barrera hematoencefálica
Falso,Estela de Carlotto se negó a pedir por la aparición de Facundo Castro para no “dañar la imagen de Alberto”
Falso,Donda dijo que es inhumano tener a los violadores en la precariedad de las cárceles
Falso,Mauricio Macri aparece en un homenaje a Margaret Thatcher
Falso,Ya hay un nuevo feriado en homenaje a “Evita”
Falso,Murió un trabajador del Hospital Muñiz por atender pacientes con COVID-19
Falso,63 camas de terapia intensiva fueron ocupadas por manifestantes contagiados
Falso,El uso o abuso del tapabocas produce hipoxia e hipercapnia
Falso,La vacuna contra el nuevo coronavirus no existe desde 2001
Falso,Un médico del hospital Muñiz llamado “Marcos Vargas” falleció por atender pacientes con coronavirus
Falso,"Tasuku Honjo, Premio Nobel de Medicina, dijo que el coronavirus no es natural"
Falso,"Putin sobre los presos: “Si están presos, es por algo. No pienso pedirle piedad a ninguno, cuando ellos no las tuvieron con sus víctimas”"
Falso,Se usan avisos de testeos de coronavirus para robar en la Ciudad de Buenos Aires
Falso,El Gobierno quiere usar a militares para probar la vacuna contra el coronavirus
Falso,El humo del cigarrillo transmite el coronavirus
Falso,"Darín dijo: “Somos el pueblo más cobarde del mundo, dejamos que nos gobiernen delincuentes”"
Falso,Patricia Bullrich recibió el premio Europol porque durante su gestión ningún cargamento de droga llegó a Europa desde la Argentina
Falso,El ministro De Pedro quiere expropiarle las casas a la gente con + de 1 vivienda para solucionar la crisis inmobiliaria.
Verdadero,Médicos ecuatorianos no encontraron la cura para el coronavirus
Verdadero,Es falso el posteo del centro de virología ruso que recomienda una dieta alcalina para combatir el coronavirus
Falso,La nueva vacuna contra el coronavirus tiene ARN digitalizable que se activa mediante el 5G y puede reactivar el virus
Falso,El ministro Guzmán impulsa eliminar el Ejército argentino por falta de presupuesto
Falso,Hubo falsificación de certificados de defunción en el Hospital de Clínicas para aumentar los muertos por coronavirus
Falso,Médicos españoles dicen que las mascarillas no sirven al aire libre
Falso,Bono contribución de La Cámpora para pagarle la fianza al empresario Lázaro Báez
Verdadero,"Sí, en 1918 existió una manifestación en EE.UU. que provocó un aumento de contagios de la gripe española"
Falso,"Los asintomáticos son inmunes, no contagian el coronavirus y comunican anticuerpos al resto de personas"
Falso,varios billetes de $100 están duplicados
Verdadero,Milei admira a Thatcher
Falso,Radio Nacional Tucumán volverá a llamarse Mercedes Sosa como siempre debió ser y algún día dejó de ser
Falso,Cristina Fernández de Kirchner escribió un texto sobre el Tango 01 donde confiesa haber desviado fondos del tesoro nacional
Falso,El coronavirus es solo una gripesinha como afirma Bolsonaro
Falso,Consumir dióxido de cloro cura el coronavirus
Falso,El café sirve para curar el coronavirus
Falso,"En Monte Hermoso se congeló una ola, demostrando que el calentamiento global es una mentira de los zurdos"
Falso,Los rugbiers acusados de asesinar a Fernando Báez Sosa fueron condenados a cadena perpetua
Verdadero,El Municipio de Ushuaia contrató a Thelma Fardín como asesora en temas de violencia de género
Falso,En Tucumán estan haciendo chorizos con carne de perro
Falso,Las vacunas tienen el mismo el químico que se usa para la pena de muerte
Falso,Gerardo Morales aseguró: “Vamos a traer enfermos de otras provincias”
Falso,Alberto Fernández dijo en 2015 que “el kirchnerismo es una trampa para ratones”
Falso,El uso de barbijos provoca que inhalemos el dióxido de carbono que respiramos y que se envenenen los pulmones
Verdadero,Cavan cientos de fosas en un cementerio como prevención frente al coronavirus
Falso,La Cámara Electoral anunció que se van a eliminar las elecciones legislativas de 2021
Falso,Los termómetros infrarrojos dañan las neuronas
Falso,Las dietas alcalinas ayudan a combatir el coronavirus
Falso,Florencia Kirchner dijo que los niños discapacitados deberían ser abortados
Falso,"Montoya Carlotto, nieto de Estela, dijo: “Me pagaron por fingir ser su nieto”"
Falso,La OMS alertó sobre un nuevo brote del virus Nipah
Falso,La Campagnola cerró por la cuarentena
Falso,"Grabois dijo: “Lo felicito a Alberto Fernández, ahora es tiempo de ir por más expropiaciones, tiene que ir todo a manos del pueblo”"
Falso,Los termómetros infrarrojos pueden producir daños en la retina
Falso,La fachada de la fundación Bill & Melinda Gates dice “centro para la reducción de población global de seres humanos”
Falso,El gobierno intento expropiar la fábrica de alfajores de Capitán del Espacio
Falso,Donda dijo “en la izquierda preferimos que todos sean pobres y que no haya desigualdad”
Falso,Bill Gates enfrenta un juicio en la India por probar vacunas ilegalmente
Falso,Esteban Lamothe actuará en una película de Florencia Kirchner sobre Axel Kicillof
Falso,La vacuna contra el nuevo coronavirus existe desde 2001
Falso,A Juan Castro lo mataron por tener fotos de Cristina Fernández y Amado Boudou
Verdadero,El uso de la mascarilla reduce la probabilidad de contagio del COVID
Falso,"En Italia el 96,3% de los muertos registrados por COVID-19 fallecieron por otras patologías"
Verdadero,Alberto Fernández aparece sin barbijo y sin distanciamiento social en Formosa
Falso,Segun Messi la pandemia fue un golpe de estado planetario
Falso,Clarín nticipó la pandemia del virus que provoca la COVID-19 en 2003 
Falso,Los funcionarios y sus familiares estén exceptuados del impuesto “PAIS” del 30%
Falso,A24 presentó una noticia de Evo Morales en un auto de alta gama en Buenos Aires
Falso,Magario pidió que el libro Sinceramente sea de lectura obligatoria en las escuelas
Falso,El coronavirus se encuentra en el semen y se puede contagiar por vía sexual
Falso,Un médico de la Argentina encontró una cura contra la COVID-19
Falso,Shell ofrece 3 meses de combustible gratis
Falso,Posteo que muestra el nivel de radiactividad de las antenas 5G en la Argentina superando a la de Chernobyl
Falso,Se tirarían 6 millones de kilos de papas de Balcarce
Falso,Los rugbiers acusados del asesinato a Fernando Báez Sosa están en sus casas
Falso,Bill Gates no vacunó a sus hijos cuando eran pequeños
Falso,Cantar y aplaudir en los balcones es un riesgo de contagio de COVID-19
Falso,Obama dijo que los delincuentes no deben tener derechos
Verdadero,Campanella dijo que en la Argentina no existe ningún incentivo para ser honesto
Falso,Rodríguez Larreta publicó un tuit contra el Hospital de Clínicas
Falso,Alberto Fernández propuso la creación de una asignación para detenidos en su domicilio
Falso,Una enfermera intercambió 5000 bebés durante 12 años “por diversión” en Zambia
Verdadero,Argentina ya tiene más de mil personas recuperadas de la COVID-19
Falso,"Tasuku Honjo, Premio Nobel de Medicina, dijo que el coronavirus es una mentira"
Verdadero,2 gatos dieron positivo por coronavirus en Nueva York
Falso,Nostradamus predijo el coronavirus 
Falso,"Circula en WhatsApp un video sobre el coronavirus que, al abrirlo, te hackean el celular “en 10 segundos”"
Verdadero,Cavan cientos de fosas en un cementerio de Córdoba como medida de prevención frente al coronavirus
Falso,Las próximas fases de la cuarentena son el control de las masas
Falso,La red 5G causa síntomas de gripe y que provocó la pandemia
Falso,El coronavirus se combate sólo con tratamientos contra la trombosis
Falso,Macri homenajeó a Thatcher en Malvinas
Falso,Científicos que descubrieron el genoma del coronavirus fueron echados del Malbrán durante el macrismo
Falso,Chomsky aseguró que el nuevo coronavirus fue creado por Estados Unidos para “hacer estallar una guerra bacteriológica”
Falso,"El coronavirus no sobrevive en el vino, y beberlo podría ser sea beneficioso "
Falso,En Italia lanzaron billetes a la calle para demostrar que la salud no se compra con dinero
Falso,Tomar café disminuye la voracidad del coronavirus
